                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.98194,                0.79254,                 1.4746,                0.97532,                0.96667,                0.98877,                0.76908,                 0.8242,                0.74679,                 1.5045,              0.0012168,              0.0012168,              0.0012168
                    153,                0.90291,                0.86947,                 1.3377,                0.97532,                0.96667,                0.98877,                0.76908,                 0.8242,                0.74679,                 1.5045,              0.0012154,              0.0012154,              0.0012154
                    154,                 1.0329,                0.84976,                 1.6015,                0.95906,                0.98333,                0.98615,                  0.782,                0.72231,                0.71947,                 1.4381,               0.001214,               0.001214,               0.001214
                    155,                0.93381,                0.74735,                 1.4379,                0.95906,                0.98333,                0.98615,                  0.782,                0.72231,                0.71947,                 1.4381,              0.0012125,              0.0012125,              0.0012125
                    156,                   1.07,                 0.8559,                 1.7027,                0.97382,                0.96667,                0.99199,                0.79528,                0.78334,                0.84265,                 1.3904,              0.0012111,              0.0012111,              0.0012111
                    157,                 1.1069,                0.75855,                 1.3769,                0.97382,                0.96667,                0.99199,                0.79528,                0.78334,                0.84265,                 1.3904,              0.0012097,              0.0012097,              0.0012097
                    158,                 1.0414,                0.91027,                 1.5889,                0.97807,                      1,                  0.995,                0.80255,                0.81044,                0.84633,                 1.3712,              0.0012083,              0.0012083,              0.0012083
                    159,                 1.0072,                0.83699,                 1.3864,                0.97807,                      1,                  0.995,                0.80255,                0.81044,                0.84633,                 1.3712,              0.0012069,              0.0012069,              0.0012069
                    160,                 1.0692,                0.88718,                 1.7045,                0.99008,                      1,                  0.995,                0.82665,                0.73222,                0.92356,                 1.3863,              0.0012055,              0.0012055,              0.0012055
                    161,                0.95829,                  0.777,                 1.4658,                0.99008,                      1,                  0.995,                0.82665,                0.73222,                0.92356,                 1.3863,              0.0012041,              0.0012041,              0.0012041
                    162,                 1.2536,                0.90262,                 1.7189,                0.98838,                      1,                  0.995,                0.78216,                 0.8207,                0.95902,                 1.4852,              0.0012026,              0.0012026,              0.0012026
                    163,                0.99257,                0.87224,                 1.4273,                0.98838,                      1,                  0.995,                0.78216,                 0.8207,                0.95902,                 1.4852,              0.0012012,              0.0012012,              0.0012012
                    164,                0.96596,                0.95063,                 1.4493,                0.98452,                0.99666,                  0.995,                0.76628,                0.88186,                0.99427,                 1.5503,              0.0011998,              0.0011998,              0.0011998
                    165,                 1.1196,                0.96184,                 1.7103,                0.98452,                0.99666,                  0.995,                0.76628,                0.88186,                0.99427,                 1.5503,              0.0011984,              0.0011984,              0.0011984
                    166,                 1.0251,                0.88356,                 1.6339,                0.98089,                0.96344,                  0.995,                0.81974,                0.74573,                0.96191,                 1.4279,               0.001197,               0.001197,               0.001197
                    167,                 1.0454,                0.91704,                  1.515,                0.98089,                0.96344,                  0.995,                0.81974,                0.74573,                0.96191,                 1.4279,              0.0011956,              0.0011956,              0.0011956
                    168,                0.83599,                0.78703,                 1.3668,                0.97963,                0.71667,                0.96277,                0.77881,                0.68205,                 1.0485,                 1.3428,              0.0011942,              0.0011942,              0.0011942
                    169,                0.99289,                 0.7619,                 1.4258,                0.97963,                0.71667,                0.96277,                0.77881,                0.68205,                 1.0485,                 1.3428,              0.0011927,              0.0011927,              0.0011927
                    170,                0.86159,                0.85929,                 1.3776,                0.94526,                0.71508,                0.95582,                0.74413,                0.74014,                0.91012,                 1.2723,              0.0011913,              0.0011913,              0.0011913
                    171,                  1.124,                 0.7525,                 1.4128,                0.94526,                0.71508,                0.95582,                0.74413,                0.74014,                0.91012,                 1.2723,              0.0011899,              0.0011899,              0.0011899
                    172,                  1.178,                0.81226,                 1.3578,                0.97946,                0.77098,                0.95948,                0.75066,                0.72528,                  1.002,                 1.2875,              0.0011885,              0.0011885,              0.0011885
                    173,                 1.0408,                0.80806,                 1.5223,                0.97946,                0.77098,                0.95948,                0.75066,                0.72528,                  1.002,                 1.2875,              0.0011871,              0.0011871,              0.0011871
                    174,                 1.0627,                0.86713,                 1.4831,                0.97949,                0.73708,                0.83489,                0.59367,                0.97934,                 1.3284,                 1.4673,              0.0011857,              0.0011857,              0.0011857
                    175,                 1.2457,                0.99801,                 1.7523,                0.97949,                0.73708,                0.83489,                0.59367,                0.97934,                 1.3284,                 1.4673,              0.0011843,              0.0011843,              0.0011843
                    176,                  1.309,                 1.0535,                 1.9428,                0.93494,                0.77633,                0.87891,                0.56991,                 1.1945,                 1.5294,                 1.6386,              0.0011828,              0.0011828,              0.0011828
                    177,                  1.116,                0.91446,                 1.5021,                0.93494,                0.77633,                0.87891,                0.56991,                 1.1945,                 1.5294,                 1.6386,              0.0011814,              0.0011814,              0.0011814
                    178,                 1.3624,                0.96015,                 1.9599,                 0.9588,                0.93333,                0.96202,                0.55823,                 1.2475,                  1.156,                 1.6714,                0.00118,                0.00118,                0.00118
                    179,                0.97501,                 0.8598,                 1.4535,                 0.9588,                0.93333,                0.96202,                0.55823,                 1.2475,                  1.156,                 1.6714,              0.0011786,              0.0011786,              0.0011786
                    180,                0.89605,                0.85683,                 1.3834,                 0.9434,                0.92332,                0.97237,                0.65379,                0.95257,                0.94479,                 1.4487,              0.0011772,              0.0011772,              0.0011772
                    181,                 1.0341,                0.95725,                 1.5193,                 0.9434,                0.92332,                0.97237,                0.65379,                0.95257,                0.94479,                 1.4487,              0.0011758,              0.0011758,              0.0011758
                    182,                 1.0934,                0.84367,                 1.5107,                0.95395,                0.91552,                  0.995,                0.79091,                0.72218,                0.79472,                 1.2932,              0.0011744,              0.0011744,              0.0011744
                    183,                0.94976,                0.79048,                 1.3836,                0.95395,                0.91552,                  0.995,                0.79091,                0.72218,                0.79472,                 1.2932,              0.0011729,              0.0011729,              0.0011729
                    184,                  1.191,                0.91319,                 1.5334,                0.92703,                0.90181,                  0.995,                0.82897,                0.66746,                0.76285,                 1.3115,              0.0011715,              0.0011715,              0.0011715
                    185,                 1.0669,                0.98033,                 1.6343,                0.92703,                0.90181,                  0.995,                0.82897,                0.66746,                0.76285,                 1.3115,              0.0011701,              0.0011701,              0.0011701
                    186,                 1.0543,                0.94266,                 1.4509,                0.97977,                0.96825,                  0.995,                0.81563,                0.68098,                0.73684,                 1.3544,              0.0011687,              0.0011687,              0.0011687
                    187,                0.94701,                0.77462,                 1.4629,                0.97977,                0.96825,                  0.995,                0.81563,                0.68098,                0.73684,                 1.3544,              0.0011673,              0.0011673,              0.0011673
                    188,                0.78746,                0.73277,                 1.3861,                0.97967,                0.97534,                  0.995,                0.80891,                 0.7175,                0.75496,                 1.3551,              0.0011659,              0.0011659,              0.0011659
                    189,                0.84597,                0.78087,                 1.2683,                0.97967,                0.97534,                  0.995,                0.80891,                 0.7175,                0.75496,                 1.3551,              0.0011644,              0.0011644,              0.0011644
                    190,                0.89839,                0.78176,                 1.4385,                 0.8717,                 0.9026,                0.95403,                0.73375,                0.88429,                0.85092,                 1.4035,               0.001163,               0.001163,               0.001163
                    191,                0.96669,                0.75222,                 1.3464,                 0.8717,                 0.9026,                0.95403,                0.73375,                0.88429,                0.85092,                 1.4035,              0.0011616,              0.0011616,              0.0011616
                    192,                0.96028,                0.73898,                 1.3675,                0.83788,                      1,                0.90335,                0.72718,                0.80306,                0.91127,                 1.3406,              0.0011602,              0.0011602,              0.0011602
                    193,                0.99143,                0.85562,                 1.5219,                0.83788,                      1,                0.90335,                0.72718,                0.80306,                0.91127,                 1.3406,              0.0011588,              0.0011588,              0.0011588
                    194,                0.88471,                0.77088,                 1.2746,                 0.8416,                   0.95,                 0.9008,                0.75586,                0.70279,                0.94388,                 1.3032,              0.0011574,              0.0011574,              0.0011574
                    195,                0.97648,                0.83567,                 1.5224,                 0.8416,                   0.95,                 0.9008,                0.75586,                0.70279,                0.94388,                 1.3032,               0.001156,               0.001156,               0.001156
                    196,                0.87686,                  0.856,                 1.4253,                0.87265,                0.97073,                0.99341,                0.82732,                0.71838,                0.96632,                 1.3207,              0.0011545,              0.0011545,              0.0011545
                    197,                0.94234,                0.85061,                  1.417,                0.87265,                0.97073,                0.99341,                0.82732,                0.71838,                0.96632,                 1.3207,              0.0011531,              0.0011531,              0.0011531
                    198,                 1.0604,                0.83415,                  1.624,                0.87973,                0.96364,                  0.995,                0.81122,                  0.781,                 1.0347,                 1.3748,              0.0011517,              0.0011517,              0.0011517
                    199,                0.87797,                0.79133,                 1.3606,                0.87973,                0.96364,                  0.995,                0.81122,                  0.781,                 1.0347,                 1.3748,              0.0011503,              0.0011503,              0.0011503
                    200,                0.85498,                0.85562,                  1.259,                0.97343,                      1,                  0.995,                0.80414,                0.78546,                0.92371,                 1.4057,              0.0011489,              0.0011489,              0.0011489
                    201,                0.95805,                0.88823,                 1.5019,                0.97343,                      1,                  0.995,                0.80414,                0.78546,                0.92371,                 1.4057,              0.0011475,              0.0011475,              0.0011475
                    202,                0.99648,                0.80625,                 1.4577,                0.97895,                      1,                  0.995,                0.82088,                0.74915,                0.87657,                 1.3536,              0.0011461,              0.0011461,              0.0011461
                    203,                0.94031,                0.80803,                 1.5224,                0.97895,                      1,                  0.995,                0.82088,                0.74915,                0.87657,                 1.3536,              0.0011446,              0.0011446,              0.0011446
                    204,                  0.821,                0.73967,                  1.296,                0.99556,                      1,                  0.995,                 0.8458,                 0.6599,                 0.7657,                  1.286,              0.0011432,              0.0011432,              0.0011432
                    205,                 1.0684,                0.95214,                 1.6876,                0.99556,                      1,                  0.995,                 0.8458,                 0.6599,                 0.7657,                  1.286,              0.0011418,              0.0011418,              0.0011418
                    206,                  0.802,                0.71317,                 1.3557,                0.99297,                      1,                  0.995,                0.82279,                0.64956,                0.66822,                 1.2669,              0.0011404,              0.0011404,              0.0011404
                    207,                0.78182,                0.72473,                 1.2731,                0.99297,                      1,                  0.995,                0.82279,                0.64956,                0.66822,                 1.2669,               0.001139,               0.001139,               0.001139
                    208,                0.93243,                0.91402,                 1.4691,                0.99124,                      1,                  0.995,                0.82013,                0.64816,                0.66734,                 1.2624,              0.0011376,              0.0011376,              0.0011376
                    209,                0.89718,                0.79053,                 1.4318,                0.99124,                      1,                  0.995,                0.82013,                0.64816,                0.66734,                 1.2624,              0.0011362,              0.0011362,              0.0011362
                    210,                0.73112,                 0.6333,                 1.2242,                0.98905,                      1,                  0.995,                0.82891,                0.61382,                0.68188,                 1.2354,              0.0011347,              0.0011347,              0.0011347
                    211,                0.86176,                0.70464,                 1.2946,                0.98905,                      1,                  0.995,                0.82891,                0.61382,                0.68188,                 1.2354,              0.0011333,              0.0011333,              0.0011333
                    212,                0.81071,                0.74816,                 1.2785,                0.98898,                      1,                  0.995,                0.85052,                0.59287,                0.65622,                 1.2304,              0.0011319,              0.0011319,              0.0011319
                    213,                0.97286,                0.70382,                 1.2771,                0.98898,                      1,                  0.995,                0.85052,                0.59287,                0.65622,                 1.2304,              0.0011305,              0.0011305,              0.0011305
                    214,                0.92467,                0.83274,                 1.5849,                0.99414,                      1,                  0.995,                0.83772,                0.64014,                0.67294,                 1.2716,              0.0011291,              0.0011291,              0.0011291
                    215,                0.70962,                0.64615,                 1.3147,                0.99414,                      1,                  0.995,                0.83772,                0.64014,                0.67294,                 1.2716,              0.0011277,              0.0011277,              0.0011277
                    216,                0.75728,                0.66037,                  1.285,                0.99292,                      1,                  0.995,                0.85557,                0.60449,                0.70481,                 1.2373,              0.0011263,              0.0011263,              0.0011263
                    217,                0.83576,                0.71446,                 1.3065,                0.99292,                      1,                  0.995,                0.85557,                0.60449,                0.70481,                 1.2373,              0.0011248,              0.0011248,              0.0011248
                    218,                0.78691,                0.72025,                 1.3075,                0.99154,                      1,                  0.995,                0.84915,                0.59692,                0.66999,                 1.2526,              0.0011234,              0.0011234,              0.0011234
                    219,                0.82653,                0.82875,                 1.3803,                0.99154,                      1,                  0.995,                0.84915,                0.59692,                0.66999,                 1.2526,               0.001122,               0.001122,               0.001122
                    220,                0.77161,                0.76173,                  1.257,                0.98543,                      1,                  0.995,                0.83743,                0.62455,                0.64561,                  1.239,              0.0011206,              0.0011206,              0.0011206
                    221,                0.79666,                0.84343,                 1.2946,                0.98543,                      1,                  0.995,                0.83743,                0.62455,                0.64561,                  1.239,              0.0011192,              0.0011192,              0.0011192
                    222,                0.80431,                0.76899,                 1.2281,                0.99088,                      1,                  0.995,                0.85314,                 0.5765,                0.58201,                 1.1663,              0.0011178,              0.0011178,              0.0011178
                    223,                0.74942,                0.71192,                 1.2754,                0.99088,                      1,                  0.995,                0.85314,                 0.5765,                0.58201,                 1.1663,              0.0011163,              0.0011163,              0.0011163
                    224,                0.88241,                0.80409,                  1.367,                0.99683,                      1,                  0.995,                0.82135,                0.69155,                0.62805,                 1.2119,              0.0011149,              0.0011149,              0.0011149
                    225,                0.96828,                0.85585,                 1.4851,                0.99683,                      1,                  0.995,                0.82135,                0.69155,                0.62805,                 1.2119,              0.0011135,              0.0011135,              0.0011135
                    226,                0.86571,                0.79827,                 1.3231,                0.99626,                      1,                  0.995,                0.83694,                0.63463,                 0.6326,                 1.1911,              0.0011121,              0.0011121,              0.0011121
                    227,                  0.822,                0.68946,                  1.257,                0.99626,                      1,                  0.995,                0.83694,                0.63463,                 0.6326,                 1.1911,              0.0011107,              0.0011107,              0.0011107
                    228,                0.89996,                0.85754,                 1.4487,                0.98696,                      1,                  0.995,                0.83357,                0.60264,                0.64832,                 1.2053,              0.0011093,              0.0011093,              0.0011093
                    229,                0.89373,                0.70084,                 1.2216,                0.98696,                      1,                  0.995,                0.83357,                0.60264,                0.64832,                 1.2053,              0.0011079,              0.0011079,              0.0011079
                    230,                0.92814,                0.83821,                 1.4933,                0.98528,                0.99172,                  0.995,                0.83497,                0.62704,                0.65848,                  1.228,              0.0011064,              0.0011064,              0.0011064
                    231,                0.87049,                0.76891,                 1.3814,                0.98528,                0.99172,                  0.995,                0.83497,                0.62704,                0.65848,                  1.228,               0.001105,               0.001105,               0.001105
                    232,                0.84907,                0.77848,                 1.2676,                0.98434,                0.98333,                0.99348,                0.84462,                0.56702,                0.64152,                 1.1991,              0.0011036,              0.0011036,              0.0011036
                    233,                 0.7682,                0.66173,                 1.2298,                0.98434,                0.98333,                0.99348,                0.84462,                0.56702,                0.64152,                 1.1991,              0.0011022,              0.0011022,              0.0011022
                    234,                0.72635,                0.76452,                 1.2893,                0.98854,                      1,                  0.995,                0.80702,                0.65586,                 0.7267,                 1.2557,              0.0011008,              0.0011008,              0.0011008
                    235,                0.81427,                0.69144,                  1.224,                0.98854,                      1,                  0.995,                0.80702,                0.65586,                 0.7267,                 1.2557,              0.0010994,              0.0010994,              0.0010994
                    236,                0.86441,                 0.6915,                 1.3403,                0.99402,                      1,                  0.995,                0.80488,                0.68264,                0.77919,                 1.2812,               0.001098,               0.001098,               0.001098
                    237,                0.84448,                 0.8542,                 1.3192,                0.99402,                      1,                  0.995,                0.80488,                0.68264,                0.77919,                 1.2812,              0.0010965,              0.0010965,              0.0010965
                    238,                0.90269,                0.79624,                 1.5137,                0.99722,                      1,                  0.995,                0.84335,                0.60221,                0.66786,                 1.2362,              0.0010951,              0.0010951,              0.0010951
                    239,                0.91946,                0.82839,                 1.4843,                0.99722,                      1,                  0.995,                0.84335,                0.60221,                0.66786,                 1.2362,              0.0010937,              0.0010937,              0.0010937
                    240,                0.82836,                0.72961,                 1.2766,                 0.9942,                      1,                  0.995,                0.81455,                0.62361,                0.58837,                 1.2685,              0.0010923,              0.0010923,              0.0010923
                    241,                0.66376,                0.64193,                 1.1463,                 0.9942,                      1,                  0.995,                0.81455,                0.62361,                0.58837,                 1.2685,              0.0010909,              0.0010909,              0.0010909
                    242,                0.76322,                0.68487,                 1.3187,                0.99477,                      1,                  0.995,                0.85992,                0.57261,                0.57388,                 1.1625,              0.0010895,              0.0010895,              0.0010895
                    243,                0.76793,                0.72939,                 1.3979,                0.99477,                      1,                  0.995,                0.85992,                0.57261,                0.57388,                 1.1625,              0.0010881,              0.0010881,              0.0010881
                    244,                0.79453,                0.69887,                 1.2253,                0.99508,                      1,                  0.995,                0.82786,                0.66846,                0.62165,                 1.2164,              0.0010866,              0.0010866,              0.0010866
                    245,                0.79974,                0.66069,                 1.1934,                0.99508,                      1,                  0.995,                0.82786,                0.66846,                0.62165,                 1.2164,              0.0010852,              0.0010852,              0.0010852
                    246,                0.87736,                0.85551,                 1.5304,                0.99238,                      1,                  0.995,                0.80365,                0.72901,                   0.67,                 1.2916,              0.0010838,              0.0010838,              0.0010838
                    247,                0.81289,                0.66894,                 1.2193,                0.99238,                      1,                  0.995,                0.80365,                0.72901,                   0.67,                 1.2916,              0.0010824,              0.0010824,              0.0010824
                    248,                0.77773,                0.69895,                 1.2845,                0.98944,                      1,                  0.995,                0.85068,                  0.668,                0.65878,                 1.2089,               0.001081,               0.001081,               0.001081
                    249,                0.71782,                0.60783,                 1.1977,                0.98944,                      1,                  0.995,                0.85068,                  0.668,                0.65878,                 1.2089,              0.0010796,              0.0010796,              0.0010796
                    250,                0.70047,                0.67514,                 1.1988,                0.99077,                      1,                  0.995,                0.87325,                0.56971,                0.68135,                 1.1265,              0.0010782,              0.0010782,              0.0010782
                    251,                0.96329,                 0.9688,                 1.6041,                0.99077,                      1,                  0.995,                0.87325,                0.56971,                0.68135,                 1.1265,              0.0010767,              0.0010767,              0.0010767
                    252,                0.86168,                0.69378,                 1.2691,                0.98405,                0.98333,                0.99421,                0.87849,                0.53828,                0.71485,                 1.1149,              0.0010753,              0.0010753,              0.0010753
                    253,                0.74476,                0.68276,                 1.1332,                0.98405,                0.98333,                0.99421,                0.87849,                0.53828,                0.71485,                 1.1149,              0.0010739,              0.0010739,              0.0010739
                    254,                0.69807,                0.63677,                 1.2389,                0.98648,                      1,                  0.995,                0.86984,                0.61017,                 0.6454,                 1.1313,              0.0010725,              0.0010725,              0.0010725
                    255,                0.82146,                0.74732,                 1.3172,                0.98648,                      1,                  0.995,                0.86984,                0.61017,                 0.6454,                 1.1313,              0.0010711,              0.0010711,              0.0010711
                    256,                0.90777,                0.66684,                 1.3538,                0.99308,                      1,                  0.995,                0.86767,                0.57781,                 0.5688,                 1.1346,              0.0010697,              0.0010697,              0.0010697
                    257,                0.88705,                0.77159,                  1.393,                0.99308,                      1,                  0.995,                0.86767,                0.57781,                 0.5688,                 1.1346,              0.0010682,              0.0010682,              0.0010682
                    258,                0.80647,                0.69511,                 1.2276,                0.98907,                      1,                  0.995,                0.87677,                0.50599,                0.56294,                 1.1126,              0.0010668,              0.0010668,              0.0010668
                    259,                0.74766,                 0.6605,                  1.281,                0.98907,                      1,                  0.995,                0.87677,                0.50599,                0.56294,                 1.1126,              0.0010654,              0.0010654,              0.0010654
                    260,                 1.3254,                0.99418,                 1.9444,                0.98236,                      1,                  0.995,                0.88372,                0.51487,                0.60804,                 1.1166,               0.001064,               0.001064,               0.001064
                    261,                0.78279,                0.74636,                 1.4023,                0.98236,                      1,                  0.995,                0.88372,                0.51487,                0.60804,                 1.1166,              0.0010626,              0.0010626,              0.0010626
                    262,                0.81577,                0.75509,                 1.4765,                0.97695,                      1,                  0.995,                0.85479,                0.65301,                0.71553,                 1.2035,              0.0010612,              0.0010612,              0.0010612
                    263,                0.91451,                0.75312,                 1.2393,                0.97695,                      1,                  0.995,                0.85479,                0.65301,                0.71553,                 1.2035,              0.0010598,              0.0010598,              0.0010598
                    264,                0.87418,                0.67235,                 1.2752,                0.96834,                0.99455,                  0.995,                0.84652,                0.65255,                0.79288,                  1.259,              0.0010583,              0.0010583,              0.0010583
                    265,                0.93038,                0.82436,                 1.4719,                0.96834,                0.99455,                  0.995,                0.84652,                0.65255,                0.79288,                  1.259,              0.0010569,              0.0010569,              0.0010569
                    266,                0.81384,                0.69626,                 1.2594,                0.98097,                      1,                  0.995,                0.82262,                0.64241,                0.73119,                 1.3022,              0.0010555,              0.0010555,              0.0010555
                    267,                0.93225,                0.92105,                 1.5403,                0.98097,                      1,                  0.995,                0.82262,                0.64241,                0.73119,                 1.3022,              0.0010541,              0.0010541,              0.0010541
                    268,                0.84083,                 0.7838,                 1.4635,                0.98174,                      1,                  0.995,                0.79472,                0.76375,                0.68583,                 1.3705,              0.0010527,              0.0010527,              0.0010527
                    269,                0.71059,                0.71043,                 1.2368,                0.98174,                      1,                  0.995,                0.79472,                0.76375,                0.68583,                 1.3705,              0.0010513,              0.0010513,              0.0010513
                    270,                0.94675,                0.79567,                 1.5426,                0.98445,                0.99923,                  0.995,                0.83136,                0.65634,                0.60472,                 1.2552,              0.0010499,              0.0010499,              0.0010499
                    271,                0.76074,                0.71731,                 1.2344,                0.98445,                0.99923,                  0.995,                0.83136,                0.65634,                0.60472,                 1.2552,              0.0010484,              0.0010484,              0.0010484
                    272,                0.90618,                0.83441,                 1.4022,                0.99159,                      1,                  0.995,                0.85946,                0.58677,                0.56543,                 1.1486,               0.001047,               0.001047,               0.001047
                    273,                 0.8402,                0.70637,                 1.3256,                0.99159,                      1,                  0.995,                0.85946,                0.58677,                0.56543,                 1.1486,              0.0010456,              0.0010456,              0.0010456
                    274,                0.82134,                0.69304,                 1.2202,                0.99208,                      1,                  0.995,                0.82698,                0.63802,                 0.5871,                 1.1541,              0.0010442,              0.0010442,              0.0010442
                    275,                0.80856,                0.72544,                 1.3417,                0.99208,                      1,                  0.995,                0.82698,                0.63802,                 0.5871,                 1.1541,              0.0010428,              0.0010428,              0.0010428
                    276,                0.96511,                 0.7205,                 1.2751,                0.98855,                      1,                  0.995,                0.82441,                0.61968,                0.60696,                 1.1591,              0.0010414,              0.0010414,              0.0010414
                    277,                 0.7169,                  0.646,                 1.2367,                0.98855,                      1,                  0.995,                0.82441,                0.61968,                0.60696,                 1.1591,                0.00104,                0.00104,                0.00104
                    278,                 1.0183,                0.81803,                 1.6591,                0.98739,                      1,                  0.995,                0.80998,                0.67456,                0.69249,                 1.1852,              0.0010385,              0.0010385,              0.0010385
                    279,                0.80699,                0.71053,                 1.3819,                0.98739,                      1,                  0.995,                0.80998,                0.67456,                0.69249,                 1.1852,              0.0010371,              0.0010371,              0.0010371
                    280,                0.83558,                0.75499,                 1.3707,                0.98637,                0.99733,                  0.995,                0.82936,                 0.6149,                0.72479,                 1.1311,              0.0010357,              0.0010357,              0.0010357
                    281,                 0.7108,                0.66284,                 1.1178,                0.98637,                0.99733,                  0.995,                0.82936,                 0.6149,                0.72479,                 1.1311,              0.0010343,              0.0010343,              0.0010343
                    282,                0.64742,                0.63003,                 1.1773,                0.98452,                0.99691,                  0.995,                0.84449,                0.57427,                0.77081,                 1.1366,              0.0010329,              0.0010329,              0.0010329
                    283,                0.68067,                0.64176,                 1.1623,                0.98452,                0.99691,                  0.995,                0.84449,                0.57427,                0.77081,                 1.1366,              0.0010315,              0.0010315,              0.0010315
                    284,                0.88485,                 0.7393,                 1.4433,                0.98499,                 0.9999,                  0.995,                0.86643,                0.57551,                0.68298,                 1.1856,              0.0010301,              0.0010301,              0.0010301
                    285,                0.77132,                0.72737,                 1.2881,                0.98499,                 0.9999,                  0.995,                0.86643,                0.57551,                0.68298,                 1.1856,              0.0010286,              0.0010286,              0.0010286
                    286,                0.72638,                0.62647,                 1.2963,                0.98457,                      1,                  0.995,                0.86227,                 0.5748,                0.59043,                  1.197,              0.0010272,              0.0010272,              0.0010272
                    287,                0.81245,                0.75128,                 1.4035,                0.98457,                      1,                  0.995,                0.86227,                 0.5748,                0.59043,                  1.197,              0.0010258,              0.0010258,              0.0010258
                    288,                0.82185,                0.81758,                 1.3545,                0.98691,                      1,                  0.995,                0.86836,                 0.5742,                0.54573,                  1.176,              0.0010244,              0.0010244,              0.0010244
                    289,                0.63598,                0.58909,                  1.171,                0.98691,                      1,                  0.995,                0.86836,                 0.5742,                0.54573,                  1.176,               0.001023,               0.001023,               0.001023
                    290,                0.69663,                0.59996,                 1.2715,                0.98986,                      1,                  0.995,                0.87578,                0.53895,                0.54249,                 1.1271,              0.0010216,              0.0010216,              0.0010216
                    291,                0.66396,                0.57918,                 1.1319,                0.98986,                      1,                  0.995,                0.87578,                0.53895,                0.54249,                 1.1271,              0.0010201,              0.0010201,              0.0010201
                    292,                0.63328,                0.55485,                 1.1131,                0.98498,                0.99873,                  0.995,                0.84846,                0.59894,                0.57657,                 1.1511,              0.0010187,              0.0010187,              0.0010187
                    293,                0.66902,                0.63808,                  1.197,                0.98498,                0.99873,                  0.995,                0.84846,                0.59894,                0.57657,                 1.1511,              0.0010173,              0.0010173,              0.0010173
                    294,                0.63078,                0.57776,                 1.2145,                0.98283,                0.99847,                  0.995,                0.83079,                0.63277,                 0.5851,                 1.1704,              0.0010159,              0.0010159,              0.0010159
                    295,                0.80464,                0.74418,                 1.2732,                0.98283,                0.99847,                  0.995,                0.83079,                0.63277,                 0.5851,                 1.1704,              0.0010145,              0.0010145,              0.0010145
                    296,                0.78013,                0.67382,                 1.2933,                0.98442,                0.99902,                  0.995,                0.84633,                0.59924,                0.57739,                 1.1293,              0.0010131,              0.0010131,              0.0010131
                    297,                0.61939,                0.61401,                 1.1755,                0.98442,                0.99902,                  0.995,                0.84633,                0.59924,                0.57739,                 1.1293,              0.0010117,              0.0010117,              0.0010117
                    298,                 0.7376,                0.62846,                 1.1374,                0.98642,                      1,                  0.995,                0.88397,                0.53513,                0.55678,                 1.0982,              0.0010102,              0.0010102,              0.0010102
                    299,                0.70411,                0.58704,                 1.1593,                0.98642,                      1,                  0.995,                0.88397,                0.53513,                0.55678,                 1.0982,              0.0010088,              0.0010088,              0.0010088
                    300,                0.69891,                0.65069,                 1.2118,                 0.9863,                      1,                  0.995,                0.88875,                0.51315,                0.50267,                 1.1085,              0.0010074,              0.0010074,              0.0010074
                    301,                 0.7886,                0.75005,                 1.3496,                 0.9863,                      1,                  0.995,                0.88875,                0.51315,                0.50267,                 1.1085,               0.001006,               0.001006,               0.001006
                    302,                0.68084,                0.60429,                 1.1973,                0.98999,                  0.999,                  0.995,                0.86547,                 0.5371,                0.50828,                 1.1486,              0.0010046,              0.0010046,              0.0010046
                    303,                0.66722,                0.65323,                 1.1706,                0.98999,                  0.999,                  0.995,                0.86547,                 0.5371,                0.50828,                 1.1486,              0.0010032,              0.0010032,              0.0010032
                    304,                0.68503,                0.61251,                  1.204,                0.99081,                0.98678,                  0.995,                 0.8657,                0.55433,                0.54967,                 1.1515,              0.0010018,              0.0010018,              0.0010018
                    305,                 0.6207,                0.57267,                 1.1763,                0.99081,                0.98678,                  0.995,                 0.8657,                0.55433,                0.54967,                 1.1515,              0.0010003,              0.0010003,              0.0010003
                    306,                0.71349,                0.59754,                 1.2155,                0.93203,                0.93814,                0.99182,                0.82438,                0.65704,                0.69077,                 1.2156,             0.00099893,             0.00099893,             0.00099893
                    307,                0.72713,                0.65438,                 1.2721,                0.93203,                0.93814,                0.99182,                0.82438,                0.65704,                0.69077,                 1.2156,             0.00099751,             0.00099751,             0.00099751
                    308,                0.63925,                0.61905,                 1.1667,                0.93019,                0.94965,                  0.995,                0.83866,                0.59781,                0.69619,                 1.1566,              0.0009961,              0.0009961,              0.0009961
                    309,                0.58411,                0.74381,                 1.1933,                0.93019,                0.94965,                  0.995,                0.83866,                0.59781,                0.69619,                 1.1566,             0.00099468,             0.00099468,             0.00099468
                    310,                0.72231,                0.72411,                 1.2298,                 0.9898,                0.99812,                  0.995,                0.85862,                0.54158,                0.58369,                 1.1641,             0.00099327,             0.00099327,             0.00099327
                    311,                0.70605,                0.61913,                 1.0781,                 0.9898,                0.99812,                  0.995,                0.85862,                0.54158,                0.58369,                 1.1641,             0.00099185,             0.00099185,             0.00099185
                    312,                0.65689,                0.62871,                 1.1869,                0.97488,                      1,                0.99341,                0.85235,                0.56498,                0.63051,                 1.2004,             0.00099044,             0.00099044,             0.00099044
